34200.696339803,4,16167632,59,5794000,1
34200.696339803,4,16252843,12,5794000,1
34200.763732578,1,16274753,100,5797900,-1
34201.44557354,4,16252843,88,5794000,1
34201.44557354,4,16174771,75,5791900,1
34201.44557354,5,0,37,5791800,1
34202.184836108,5,0,63,5791800,1
34202.184836108,5,0,29,5791300,1
34202.190134797,3,15284827,400,5787000,1
34202.190251279,3,14906405,500,5780000,1
34202.203099603,3,15072861,500,5785000,1
34202.323971605,1,16458474,101,5786100,1
34202.34088956,3,16458474,101,5786100,1
34202.472695361,1,16477262,100,5797300,-1
34202.472885056,1,16477281,100,5797300,-1
34203.650345438,3,16477262,100,5797300,-1
34203.650507021,3,16477281,100,5797300,-1
34204.320392912,1,16654914,100,5797300,-1
34204.320575651,1,16654928,100,5797300,-1
34204.414461644,5,0,6,5791700,1
34204.414627059,3,16654928,100,5797300,-1
34204.635971,1,16680220,2300,5796600,-1
34204.636163856,1,16680228,400,5796600,-1
34204.647880829,3,16654914,100,5797300,-1
34205.266040346,5,0,30,5791700,1
34205.266040346,5,0,15,5791300,1
34205.266211854,3,16680228,400,5796600,-1
34205.621656362,5,0,28,5791300,1
34206.021458868,5,0,100,5791300,1
34206.02684287,1,16805354,28,5791200,1
34206.027107895,1,16805379,78,5791200,1
34206.027622462,5,0,28,5791300,1
34206.027622462,4,16160421,72,5791200,1
34206.028440622,1,16805526,22,5791200,1
34206.029089693,1,16805605,4,5791200,1
34206.029818156,1,16805645,6,5791200,1
34206.029906382,4,16160421,28,5791200,1
34206.029906382,4,16805354,28,5791200,1
34206.029906382,4,16805379,44,5791200,1
34206.030220796,1,16805664,7,5791200,1
34206.030430451,1,16805675,10,5791200,1
34206.030813614,1,16805696,9,5791200,1
34206.031174657,1,16805716,24,5791200,1
34206.335544635,4,16805379,34,5791200,1
34206.335544635,4,16805526,22,5791200,1
34206.335544635,4,16805605,4,5791200,1
34206.335544635,4,16805645,6,5791200,1
34206.335544635,4,16805664,7,5791200,1
34206.335544635,4,16805675,10,5791200,1
34206.335544635,4,16805696,9,5791200,1
34206.335544635,4,16805716,24,5791200,1
34206.390765275,1,16822527,260,5795200,-1
34206.391593154,3,16822527,260,5795200,-1
34206.3930235,1,16822681,260,5795200,-1
34206.393843671,3,16822681,260,5795200,-1
34206.394630495,1,16822749,260,5795200,-1
34206.395347138,3,16822749,260,5795200,-1
34206.396762991,1,16822847,260,5795200,-1
34206.39748654,3,16822847,260,5795200,-1
34206.399114575,1,16822977,260,5795200,-1
34206.400382181,3,16822977,260,5795200,-1
34206.400417048,1,16823053,11,5787200,1
34206.400703396,1,16823070,11,5787200,1
34206.401058021,1,16823086,11,5787200,1
34206.401290662,1,16823104,260,5795200,-1
34206.402542165,3,16823104,260,5795200,-1
34206.403385601,1,16823214,260,5795200,-1
34206.404791532,3,16823214,260,5795200,-1
34206.405614357,1,16823323,260,5795200,-1
34206.407029767,3,16823323,260,5795200,-1
34206.407833095,1,16823470,260,5795200,-1
34206.408787399,3,16823470,260,5795200,-1
34206.409965877,1,16823634,260,5795200,-1
34206.410680711,3,16823634,260,5795200,-1
34206.411525433,1,16823779,260,5795200,-1
34206.412552465,3,16823779,260,5795200,-1
34206.413597384,1,16823945,260,5795200,-1
34206.414562858,3,16823945,260,5795200,-1
34207.044407603,3,16823053,11,5787200,1
34207.044692395,3,16823070,11,5787200,1
34207.044885362,3,16823086,11,5787200,1
34207.046605843,1,16855359,11,5787900,1
34207.047025396,1,16855384,11,5787900,1
34207.047278334,1,16855393,11,5787900,1
34207.59343082,3,16855359,11,5787900,1
34207.593731353,3,16855384,11,5787900,1
34207.59389584,3,16855393,11,5787900,1
34207.595964935,1,16881922,11,5789300,1
34207.596069574,1,16881925,11,5789300,1
34207.596464017,1,16881934,11,5789300,1
34207.657108304,1,16883952,260,5795200,-1
34207.658433819,3,16883952,260,5795200,-1
34207.659935516,1,16884073,260,5795200,-1
34207.661271153,3,16884073,260,5795200,-1
34207.662749793,1,16884221,260,5795200,-1
34207.664086215,3,16884221,260,5795200,-1
34207.665049651,1,16884363,260,5795200,-1
34207.666381883,3,16884363,260,5795200,-1
34207.667950288,1,16884483,260,5795200,-1
34207.669279653,3,16884483,260,5795200,-1
34207.670204865,1,16884674,260,5795200,-1
34207.671404663,3,16884674,260,5795200,-1
34207.673650976,1,16885333,260,5795200,-1
34207.675070224,3,16885333,260,5795200,-1
34207.67645084,1,16885580,260,5795200,-1
34207.677857238,3,16885580,260,5795200,-1
34207.678675572,1,16885653,260,5795200,-1
34207.680038855,3,16885653,260,5795200,-1
34207.68143834,1,16885764,260,5795200,-1
34207.682373702,3,16885764,260,5795200,-1
34207.683828361,1,16885944,260,5795200,-1
34207.685155565,3,16885944,260,5795200,-1
34207.686630374,1,16886066,260,5795200,-1
34207.687969395,3,16886066,260,5795200,-1
34207.689494057,1,16886214,260,5795200,-1
34207.690330524,3,16886214,260,5795200,-1
34207.691780207,1,16886286,260,5795200,-1
34207.693269535,3,16886286,260,5795200,-1
